City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
625,Senahu,GT,15.4,-89.8333,75.06,62,100,1.57,overcast clouds
626,Araouane,ML,18.9048,-3.5265,109.85,6,1,6.46,clear sky
627,Santa Clara,CU,22.4,-79.9667,87.46,58,40,9.22,scattered clouds
628,Sechura,PE,-5.5569,-80.8222,76.33,60,25,10.8,scattered clouds
629,Hamilton,US,39.1834,-84.5333,88.92,64,40,1.99,scattered clouds
630,Smidovich,RU,48.6,133.8167,61.7,97,88,6.85,overcast clouds
631,Shirgaon,IN,19.7,72.7,82.78,80,100,8.23,light rain
632,Collie,AU,-33.3667,116.15,53.98,91,42,7.87,scattered clouds
633,Coromandel,BR,-18.4733,-47.2003,76.96,31,13,7.54,few clouds
634,Port Hardy,CA,50.6996,-127.4199,71.78,68,1,3.44,clear sky
635,Cuamba,MZ,-14.8031,36.5372,66.34,46,16,2.08,few clouds
636,Shihezi,CN,44.3,86.0333,64.92,42,0,4.54,clear sky
637,Christchurch,NZ,-43.5333,172.6333,52.32,76,48,8.05,light rain
638,Kisangani,CD,0.5167,25.2,78.57,57,79,1.45,broken clouds
639,Bumba,CD,2.1833,22.4667,77.31,66,57,2.42,broken clouds
640,Zhangye,CN,38.9342,100.4517,70.23,56,97,8.01,overcast clouds
641,Sindor,RU,62.8629,51.8905,63.43,68,60,4.94,broken clouds
642,Maragogi,BR,-9.0122,-35.2225,77.16,70,88,13.18,overcast clouds
643,Nantucket,US,41.2835,-70.0995,81.97,86,90,17.27,overcast clouds
644,Kresttsy,RU,58.2452,32.5165,65.32,97,89,3.96,moderate rain
645,Avera,US,33.194,-82.5271,88.72,52,54,9.13,broken clouds
646,Playa Del Carmen,MX,20.6274,-87.0799,87.82,66,75,9.22,broken clouds
647,Rosarito,MX,32.3333,-117.0333,82.2,70,26,6.96,scattered clouds
648,Mushie,CD,-3.0167,16.9,84.63,42,75,3.47,broken clouds
649,Frunze,UA,48.6686,38.7544,72.25,79,49,7.65,scattered clouds
650,Biak,ID,-0.9131,122.8766,75.2,86,48,6.55,scattered clouds
651,Sao Jose De Piranhas,BR,-7.1206,-38.5019,91.42,24,74,8.37,broken clouds
652,Augusto Correa,BR,-1.0217,-46.635,82.83,70,43,4.54,scattered clouds
653,Libreville,GA,0.3925,9.4537,80.62,74,20,6.91,few clouds
654,Puerto Del Rosario,ES,28.5004,-13.8627,74.95,69,20,18.41,few clouds
655,Botwood,CA,49.1499,-55.3482,69.31,95,100,14.97,overcast clouds
656,Bom Jesus,BR,-9.0744,-44.3586,93.43,23,0,5.79,clear sky
657,Tchollire,CM,8.4022,14.1698,73.02,84,94,7.31,light rain
658,Saravena,CO,6.9538,-71.8752,79.81,85,97,3.27,overcast clouds
659,Omsukchan,RU,62.5333,155.8,60.69,54,95,2.3,overcast clouds
660,Grand-Santi,GF,4.25,-54.3833,89.69,45,28,3.44,scattered clouds
661,Isiro,CD,2.7739,27.616,68.31,98,83,5.66,moderate rain
662,Polovinnoye,RU,54.7914,65.9864,62.55,85,27,6.64,scattered clouds
663,Kiruna,SE,67.8557,20.2251,56.32,44,0,11.5,clear sky
664,Praxedis Guerrero,MX,31.3667,-106.0167,90.28,36,8,13.6,clear sky
665,Seoul,KR,37.5683,126.9778,72.79,94,40,1.14,mist
666,Hohhot,CN,40.8106,111.6522,66.49,59,0,4.47,clear sky
667,Blythe,US,33.6103,-114.5964,107.04,14,1,6.91,clear sky
668,Wakkanai,JP,45.4094,141.6739,57.06,91,29,2.1,scattered clouds
669,Birjand,IR,32.8663,59.2211,81.07,9,0,9.22,clear sky
670,Walvis Bay,NA,-22.9575,14.5053,58.15,88,6,3.44,clear sky
671,Gladstone,AU,-23.85,151.25,64.33,68,90,8.05,overcast clouds
672,Arona,ES,28.0996,-16.681,75.99,62,20,8.99,few clouds
673,Tevaitoa,PF,-16.7833,-151.5,80.51,75,100,11.07,overcast clouds
674,Turukhansk,RU,65.8167,87.9833,45.25,99,100,8.72,light rain
675,Verkhnyaya Toyma,RU,62.2349,44.9985,72.79,64,76,5.08,broken clouds
676,Biograd Na Moru,HR,43.9433,15.4519,84.9,50,2,6.87,clear sky
677,Kotido,UG,2.9806,34.1331,73.72,50,61,10.51,broken clouds
678,Katakwi,UG,1.8911,33.9661,74.23,52,100,7.05,overcast clouds
679,Suntar,RU,62.1444,117.6319,61.12,88,98,6.31,light rain
680,Oliver,CA,49.1831,-119.5524,87.71,35,2,2.3,clear sky
681,Gaozhou,CN,21.9392,110.8461,80.08,85,100,3.69,overcast clouds
682,La Ronge,CA,55.1001,-105.2842,71.85,53,40,11.5,scattered clouds
